Method,Name,Error,Occurrences,First Seen,Last Seen
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8240: HTTP 500 - '),1,2026-07-09T23:59:56Z,2026-07-09T23:59:56Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8325: HTTP 500 - '),1,2026-07-10T00:00:00Z,2026-07-10T00:00:00Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8558: HTTP 500 - '),1,2026-07-10T00:00:14Z,2026-07-10T00:00:14Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9154: HTTP 500 - '),1,2026-07-10T00:00:48Z,2026-07-10T00:00:48Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8485: HTTP 500 - '),1,2026-07-10T00:00:09Z,2026-07-10T00:00:09Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8797: HTTP 500 - '),1,2026-07-10T00:00:27Z,2026-07-10T00:00:27Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8303: HTTP 500 - '),1,2026-07-09T23:59:59Z,2026-07-09T23:59:59Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8634: HTTP 500 - '),1,2026-07-10T00:00:18Z,2026-07-10T00:00:18Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7998: HTTP 500 - '),1,2026-07-09T23:59:44Z,2026-07-09T23:59:44Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8885: HTTP 500 - '),1,2026-07-10T00:00:32Z,2026-07-10T00:00:32Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9224: HTTP 500 - '),1,2026-07-10T00:00:53Z,2026-07-10T00:00:53Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8653: HTTP 500 - '),1,2026-07-10T00:00:18Z,2026-07-10T00:00:18Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8150: HTTP 500 - '),1,2026-07-09T23:59:51Z,2026-07-09T23:59:51Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9054: HTTP 500 - '),1,2026-07-10T00:00:43Z,2026-07-10T00:00:43Z
