Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /store-manager-api/users,212,212,55,73.20284037730332,33.6218859993096,645.9839780000038,31.580188679245282,7.2767954206930625,7.2767954206930625,56,64,70,77,110,140,330,450,650,650,650
,Aggregated,212,212,55,73.20284037730332,33.6218859993096,645.9839780000038,31.580188679245282,7.2767954206930625,7.2767954206930625,56,64,70,77,110,140,330,450,650,650,650
